sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:obsolete_conceptId,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
315,Unspecified mental retardation,0,,2000302095,Tarkemmin määrittelemätön vajaamielisyys,3-char ICD8fi,Condition,1970-01-01,2099-12-31,310-315,,,0.71,UNCHECKED,UNREVIEWED,,0,4001594,Non-specific,Observation,MAPS_TO,,<auto>,1641573169323,
72299,Unspecified forms of osteochondrosis,62,,2000304557,"Luuruston kasvuhäiriö, NUD",5-char ICD8fi,Condition,1970-01-01,2099-12-31,722,,,0.61,APPROVED,EQUAL,Greta,1723194304207,441103,Juvenile osteochondritis,Condition,MAPS_TO,,Greta,1723194301667,
Y89,Unspecified,0,,2000306872,"Terve, elävänä syntynyt lapsi, jonka syntymästä ei ole tarkempia tietoja",3-char ICD8fi,Condition,1970-01-01,2099-12-31,,,,1.00,APPROVED,EQUAL,Greta,1723207955770,4008161,Well child,Condition,MAPS_TO,,Greta,1723207937656,
65109,UNS,0,,2000303684,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568157512,
65119,UNS,0,,2000303695,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568225667,
65129,UNS,0,,2000303706,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568309268,
65709,UNS,0,,2000303931,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6570,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568417104,
65139,UNS,0,,2000303717,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568425346,
65719,UNS,0,,2000303942,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6571,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568520158,
65149,UNS,0,,2000303728,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568527450,
65729,UNS,0,,2000303953,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,657,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568605406,
65159,UNS,0,,2000303739,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,651,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568612028,
65739,UNS,0,,2000303964,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,657,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568690206,
65209,UNS,0,,2000303751,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568707468,
65749,UNS,0,,2000303975,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6574,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568768602,
65219,UNS,0,,2000303762,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568784800,
65789,UNS,0,,2000303986,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,657,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568849274,
65229,UNS,0,,2000303773,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568868499,
65799,UNS,0,,2000303997,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,657,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568935755,
65299,UNS,0,,2000303784,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,652,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641568952523,
65809,UNS,0,,2000304009,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6580,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569036567,
65309,UNS,0,,2000303796,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,653,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569045706,
65819,UNS,0,,2000304020,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6581,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569123069,
65319,UNS,0,,2000303807,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,653,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569131382,
65829,UNS,0,,2000304031,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6582,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569207246,
65329,UNS,0,,2000303818,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,653,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569216215,
65899,UNS,0,,2000304042,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,658,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569303916,
65389,UNS,0,,2000303829,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,653,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569312158,
65409,UNS,0,,2000303841,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,654,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569416124,
65489,UNS,0,,2000303852,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,654,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569502502,
66009,UNS,0,,2000304065,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569571831,
65499,UNS,0,,2000303863,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,654,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569585441,
66019,UNS,0,,2000304076,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569656606,
65509,UNS,0,,2000303875,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,655,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569680646,
66029,UNS,0,,2000304087,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569740030,
65519,UNS,0,,2000303886,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,655,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569769671,
66039,UNS,0,,2000304098,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569825349,
65589,UNS,0,,2000303897,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,655,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569855204,
66049,UNS,0,,2000304109,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569910986,
65599,UNS,0,,2000303908,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,655,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641569938590,
66089,UNS,0,,2000304120,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641570002110,
66099,UNS,0,,2000304131,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,660,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641570100246,
66109,UNS,0,,2000304143,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,6610,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641571296414,
66119,UNS,0,,2000304154,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641571366551,
66129,UNS,0,,2000304165,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641571439281,
66139,UNS,0,,2000304176,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641571511578,
66149,UNS,0,,2000304187,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641571581149,
66159,UNS,0,,2000304198,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641571647978,
66189,UNS,14,,2000304209,Ei tietoa,5-char ICD8fi,Condition,1970-01-01,2099-12-31,661,,,0.79,UNCHECKED,UNREVIEWED,,0,42053174,Unst,Geography,MAPS_TO,,<auto>,1641571715404,
53191,"Ulcer of stomach, Praepyloricum, cum stenosis (perforatione non indicata)",8,,2000303055,"Mahahaava, Praepyloricum, cum stenosis (perforatione non indicata)",5-char ICD8fi,Condition,1970-01-01,2099-12-31,531,,,0.35,UNCHECKED,UNREVIEWED,,0,4144180,Repair of perforated pyloric ulcer,Procedure,MAPS_TO,,<auto>,1641572128853,
53100,"Ulcer of stomach, Praepyloricum, cum perforatione",39,,2000303052,"Mahahaava, Praepyloricum, cum perforatione",5-char ICD8fi,Condition,1970-01-01,2099-12-31,531,,,0.45,APPROVED,EQUAL,Greta,1723203324602,4265600,Gastric ulcer,Condition,MAPS_TO,,Greta,1723203323902,
53190,"Ulcer of stomach, Praepyloricum, cum haemorrhagia (perforatione non indicata)",31,,2000303054,"Mahahaava, Praepyloricum, cum haemorrhagia (perforatione non indicata)",5-char ICD8fi,Condition,1970-01-01,2099-12-31,531,,,0.42,APPROVED,EQUAL,Greta,1723207108322,4265600,Gastric ulcer,Condition,MAPS_TO,,Greta,1723207107689,
53192,"Ulcer of stomach, Praepyloricum (haemorrhagia, stenosi sive perforatione non indicata)",62,,2000303056,"Mahahaava, Praepyloricum (haemorrhagia, stenosi sive perforatione non indicata)",5-char ICD8fi,Condition,1970-01-01,2099-12-31,531,,,0.39,APPROVED,EQUAL,Greta,1723194347522,4265600,Gastric ulcer,Condition,MAPS_TO,,Greta,1723194346954,
53199,"Ulcer of stomach, Other and unspecified",95,,2000303060,"Mahahaava, NUD",5-char ICD8fi,Condition,1970-01-01,2099-12-31,531,,,0.56,APPROVED,EQUAL,Greta,1723190973506,4265600,Gastric ulcer,Condition,MAPS_TO,,Greta,1723190972456,
53194,"Ulcer of stomach, Loco non indicato, cum stenosi (perforatione non indicata)",0,,2000303058,"Mahahaava, Loco non indicato, cum stenosi (perforatione non indicata)",5-char ICD8fi,Condition,1970-01-01,2099-12-31,531,,,0.36,UNCHECKED,UNREVIEWED,,0,44503568,"Kaposi sarcoma of stomach, NOS",Condition,MAPS_TO,,<auto>,1641572172295,
53193,"Ulcer of stomach, Loco non indicato, cum haemorrhagia (perforatione non indicata)",20,,2000303057,"Mahahaava, Loco non indicato, cum haemorrhagia (perforatione non indicata)",5-char ICD8fi,Condition,1970-01-01,2099-12-31,531,,,0.41,UNCHECKED,UNREVIEWED,,0,4266523,Gastric ulcer with hemorrhage and perforation,Condition,MAPS_TO,,<auto>,1641572158948,
53101,"Ulcer of stomach, Loco alio sive non indicate, cum perforatione",11,,2000303053,"Mahahaava, Loco alio sive non indicate, cum perforatione",5-char ICD8fi,Condition,1970-01-01,2099-12-31,531,,,0.45,UNCHECKED,UNREVIEWED,,0,4340781,Perforation of stomach,Condition,MAPS_TO,,<auto>,1641572099171,
53198,"Ulcer of stomach, Aliud definitum, perforatione non indicata",84,,2000303059,"Mahahaava, Aliud definitum, perforatione non indicata",5-char ICD8fi,Condition,1970-01-01,2099-12-31,531,,,0.44,APPROVED,EQUAL,Greta,1723192090638,4265600,Gastric ulcer,Condition,MAPS_TO,,Greta,1723192089955,
531,Ulcer of stomach,0,,2000303051,Mahahaava,3-char ICD8fi,Condition,1970-01-01,2099-12-31,530-537,,,0.80,UNCHECKED,UNREVIEWED,,0,4188456,Stress ulcer of stomach,Condition,MAPS_TO,,<auto>,1641572075129,
53200,"Ulcer of duodenum, With haemorrage only",43,,2000303062,"Pohjukaissuolihaava, Cum perforatione",5-char ICD8fi,Condition,1970-01-01,2099-12-31,532,,,0.61,APPROVED,EQUAL,Greta,1723201479822,4198381,Ulcer of duodenum,Condition,MAPS_TO,,<auto>,1641572202656,
53291,"Ulcer of duodenum, Perforatione non indicata, cum stenosi",32,,2000303064,"Pohjukaissuolihaava, Perforatione non indicata, cum stenosi",5-char ICD8fi,Condition,1970-01-01,2099-12-31,532,,,0.58,APPROVED,EQUAL,Greta,1723205736618,4198381,Ulcer of duodenum,Condition,MAPS_TO,,Greta,1723205734251,
53290,"Ulcer of duodenum, Perforatione non indicata, cum haemorrhagia",118,,2000303063,"Pohjukaissuolihaava, Perforatione non indicata, cum haemorrhagia",5-char ICD8fi,Condition,1970-01-01,2099-12-31,532,,,0.58,APPROVED,EQUAL,Greta,1723121596833,4099014,Duodenal ulcer with hemorrhage,Condition,MAPS_TO,,Greta,1723121592714,
53299,"Ulcer of duodenum, Other and unspecified",263,,2000303066,"Pohjukaissuolihaava, NUD",5-char ICD8fi,Condition,1970-01-01,2099-12-31,532,,,0.52,APPROVED,EQUAL,Greta,1722932620907,4198381,Ulcer of duodenum,Condition,MAPS_TO,,Greta,1722932618895,
53298,"Ulcer of duodenum, Aliud definitum, perforatione non indicata",227,,2000303065,"Pohjukaissuolihaava, Aliud definitum, perforatione non indicata",5-char ICD8fi,Condition,1970-01-01,2099-12-31,532,,,0.56,APPROVED,EQUAL,Greta,1721122509894,4156639,Duodenal perforation,Condition,MAPS_TO,,<auto>,1641572240752,
532,Ulcer of duodenum,0,,2000303061,Pohjukaissuolihaava,3-char ICD8fi,Condition,1970-01-01,2099-12-31,530-537,,,1.00,APPROVED,EQUAL,Javier,1641651726877,4198381,Ulcer of duodenum,Condition,MAPS_TO,,<auto>,1641572195671,
00199,"Typhoid fever, Unspecified",6,,2000300108,"Lavantauti, NUD",5-char ICD8fi,Condition,1970-01-01,2099-12-31,001,,,0.67,UNCHECKED,UNREVIEWED,,0,192819,Typhoid fever,Condition,MAPS_TO,,<auto>,1641575676330,
00197,"Typhoid fever, Suspecta",0,,2000300107,"Lavantauti, Suspecta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,001,,,0.82,UNCHECKED,UNREVIEWED,,0,36675689,Typhoid fever suspected,Observation,MAPS_TO,,<auto>,1641575673273,
001,Typhoid fever,0,,2000300106,Lavantauti,3-char ICD8fi,Condition,1970-01-01,2099-12-31,000-009,,,1.00,APPROVED,EQUAL,Javier,1641651726877,192819,Typhoid fever,Condition,MAPS_TO,,<auto>,1641575669360,
Y83,"Twin, unspecified",0,,2000306847,"Kaksoset silloin, kun ei ole tietoa toisen kaksosen tilasta",3-char ICD8fi,Condition,1970-01-01,2099-12-31,,,,0.72,UNCHECKED,UNREVIEWED,,0,4001594,Non-specific,Observation,MAPS_TO,,<auto>,1641573728061,
Y82,"Twin, mate stillborn",0,,2000306842,"Kaksoset, elävänä syntyneet",3-char ICD8fi,Condition,1970-01-01,2099-12-31,,,,0.60,UNCHECKED,UNREVIEWED,,0,4015162,Twins - both stillborn,Condition,MAPS_TO,,<auto>,1641573723296,
Y81,"Twin, mate liveborn",0,,2000306837,"Kaksoset, elävänä syntyneet",3-char ICD8fi,Condition,1970-01-01,2099-12-31,,,,0.65,UNCHECKED,UNREVIEWED,,0,40483084,Twin liveborn born in hospital,Observation,MAPS_TO,,<auto>,1641573716534,
02109,"Tularaemia, Unspecified",0,,2000300285,"Jänisrutto, NUD",5-char ICD8fi,Condition,1970-01-01,2099-12-31,021,,,0.65,UNCHECKED,UNREVIEWED,,0,4001594,Non-specific,Observation,MAPS_TO,,<auto>,1641576728162,
02102,"Tularaemia, Typhoides",0,,2000300282,"Jänisrutto, Typhoides",5-char ICD8fi,Condition,1970-01-01,2099-12-31,021,,,0.73,UNCHECKED,UNREVIEWED,,0,4160607,Typhoidal tularemia,Condition,MAPS_TO,,<auto>,1641576723187,
02107,"Tularaemia, Suspecta",0,,2000300284,"Jänisrutto, Suspecta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,021,,,0.69,UNCHECKED,UNREVIEWED,,0,441781,Tularemia,Condition,MAPS_TO,,<auto>,1641576726521,
02101,"Tularaemia, Oculoglandularis",0,,2000300281,"Jänisrutto, Oculoglandularis",5-char ICD8fi,Condition,1970-01-01,2099-12-31,021,,,0.80,UNCHECKED,UNREVIEWED,,0,320317,Oculoglandular tularemia,Condition,MAPS_TO,,<auto>,1641576721417,
02100,"Tularaemia, Glanduraris sive ulceroglandularis",0,,2000300280,"Jänisrutto, Glanduraris sive ulceroglandularis",5-char ICD8fi,Condition,1970-01-01,2099-12-31,021,,,0.69,UNCHECKED,UNREVIEWED,,0,312825,Ulceroglandular tularemia,Condition,MAPS_TO,,<auto>,1641576719562,
02106,"Tularaemia, Alia",0,,2000300283,"Jänisrutto, Alia",5-char ICD8fi,Condition,1970-01-01,2099-12-31,021,,,0.73,UNCHECKED,UNREVIEWED,,0,441781,Tularemia,Condition,MAPS_TO,,<auto>,1641576724775,
021,Tularaemia,0,,2000300279,Jänisrutto,3-char ICD8fi,Condition,1970-01-01,2099-12-31,020-027,,,1.00,APPROVED,EQUAL,Javier,1641651726877,441781,Tularemia,Condition,MAPS_TO,,<auto>,1641576716820,
01797,"Tuberculosis of other organs, Suspecta",20,,2000300250,"Muiden elinten tuberkuloosi, Suspecta",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.65,UNCHECKED,UNREVIEWED,,0,36674325,Tuberculosis suspected,Observation,MAPS_TO,,<auto>,1641576600289,
01723,"Tuberculosis of other organs, Retinitis et chorioiditis tuberculosa",0,,2000300240,"Muiden elinten tuberkuloosi, Retinitis et chorioiditis tuberculosa",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.53,UNCHECKED,UNREVIEWED,,0,4087293,Tuberculous chorioretinitis,Condition,MAPS_TO,,<auto>,1641576563478,
01791,"Tuberculosis of other organs, Pericardii",0,,2000300245,"Muiden elinten tuberkuloosi, Pericardii",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.65,UNCHECKED,UNREVIEWED,,0,4282614,Tuberculosis of pericardium,Condition,MAPS_TO,,<auto>,1641576580914,
01731,"Tuberculosis of other organs, Otitis media tuberculosa",0,,2000300242,"Muiden elinten tuberkuloosi, Otitis media tuberculosa",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.64,UNCHECKED,UNREVIEWED,,0,4311948,Tuberculous otitis media,Condition,MAPS_TO,,<auto>,1641576570597,
01732,"Tuberculosis of other organs, Otitis alia tuberculosa",0,,2000300243,"Muiden elinten tuberkuloosi, Otitis alia tuberculosa",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.55,UNCHECKED,UNREVIEWED,,0,192818,Tuberculosis of male genital organs,Condition,MAPS_TO,,<auto>,1641576574269,
01729,"Tuberculosis of other organs, Oculi NUD",0,,2000300241,"Muiden elinten tuberkuloosi, Oculi NUD",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.52,UNCHECKED,UNREVIEWED,,0,192818,Tuberculosis of male genital organs,Condition,MAPS_TO,,<auto>,1641576566758,
01718,"Tuberculosis of other organs, Lymphonodorum periphericorum aliorum",20,,2000300235,"Muiden elinten tuberkuloosi, Lymphonodorum periphericorum aliorum",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.55,UNCHECKED,UNREVIEWED,,0,432236,Tuberculosis of peripheral lymph nodes,Condition,MAPS_TO,,<auto>,1641576542567,
01719,"Tuberculosis of other organs, Lymphonodorum NUD",0,,2000300236,"Muiden elinten tuberkuloosi, Lymphonodorum NUD",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.51,UNCHECKED,UNREVIEWED,,0,4030807,Tuberculous adenitis,Condition,MAPS_TO,,<auto>,1641576546425,
01710,"Tuberculosis of other organs, Lymphonodorum colli",103,,2000300234,"Muiden elinten tuberkuloosi, Lymphonodorum colli",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.53,APPROVED,EQUAL,Greta,1723160200010,434557,Tuberculosis,Condition,MAPS_TO,,Greta,1723160199182,
01703,"Tuberculosis of other organs, Lupus tuberculosus",0,,2000300231,"Muiden elinten tuberkuloosi, Lupus tuberculosus",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.60,UNCHECKED,UNREVIEWED,,0,4019692,Lupus vulgaris,Condition,MAPS_TO,,<auto>,1641576523763,
01721,"Tuberculosis of other organs, Keratitis tuberculosa",0,,2000300238,"Muiden elinten tuberkuloosi, Keratitis tuberculosa",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.56,UNCHECKED,UNREVIEWED,,0,4109134,Keratitis due to tuberculosis,Condition,MAPS_TO,,<auto>,1641576553901,
01722,"Tuberculosis of other organs, Iritis et iridocyclitis tuberculosa",0,,2000300239,"Muiden elinten tuberkuloosi, Iritis et iridocyclitis tuberculosa",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.61,UNCHECKED,UNREVIEWED,,0,46269950,Iridocyclitis due to tuberculosis,Condition,MAPS_TO,,<auto>,1641576558283,
01794,"Tuberculosis of other organs, Hepatitis, lienis",0,,2000300247,"Muiden elinten tuberkuloosi, Hepatitis, lienis",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.54,UNCHECKED,UNREVIEWED,,0,192818,Tuberculosis of male genital organs,Condition,MAPS_TO,,<auto>,1641576587940,
01795,"Tuberculosis of other organs, Glandulae suprarenalis",0,,2000300248,"Muiden elinten tuberkuloosi, Glandulae suprarenalis",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.51,UNCHECKED,UNREVIEWED,,0,201779,Tuberculosis of adrenal glands,Condition,MAPS_TO,,<auto>,1641576592910,
01702,"Tuberculosis of other organs, Erythema nodosum tuberculosum",0,,2000300230,"Muiden elinten tuberkuloosi, Erythema nodosum tuberculosum",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.71,UNCHECKED,UNREVIEWED,,0,132542,Tuberculous erythema nodosum,Condition,MAPS_TO,,<auto>,1641576520633,
01701,"Tuberculosis of other organs, Erythema induratum tuberculosum",9,,2000300229,"Muiden elinten tuberkuloosi, Erythema induratum tuberculosum",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.67,UNCHECKED,UNREVIEWED,,0,4013936,Tuberculosis cutis indurativa,Condition,MAPS_TO,,<auto>,1641576516957,
01709,"Tuberculosis of other organs, Cutis et subcutis NUD",0,,2000300233,"Muiden elinten tuberkuloosi, Cutis et subcutis NUD",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.55,UNCHECKED,UNREVIEWED,,0,137205,Tuberculosis of skin,Condition,MAPS_TO,,<auto>,1641576532639,
01720,"Tuberculosis of other organs, Conjunctivitis tuberculosa",0,,2000300237,"Muiden elinten tuberkuloosi, Conjunctivitis tuberculosa",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.69,UNCHECKED,UNREVIEWED,,0,4009923,Tuberculosis of conjunctiva,Condition,MAPS_TO,,<auto>,1641576550323,
01793,"Tuberculosis of other organs, Cavi oris",0,,2000300246,"Muiden elinten tuberkuloosi, Cavi oris",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.55,UNCHECKED,UNREVIEWED,,0,72817,Tuberculosis of urinary organs,Condition,MAPS_TO,,<auto>,1641576584102,
01739,"Tuberculosis of other organs, Auria NUD",0,,2000300244,"Muiden elinten tuberkuloosi, Auria NUD",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.55,UNCHECKED,UNREVIEWED,,0,72817,Tuberculosis of urinary organs,Condition,MAPS_TO,,<auto>,1641576577285,
01796,"Tuberculosis of other organs, Aliorum organorum",0,,2000300249,"Muiden elinten tuberkuloosi, Aliorum organorum",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.54,UNCHECKED,UNREVIEWED,,0,192818,Tuberculosis of male genital organs,Condition,MAPS_TO,,<auto>,1641576596422,
01708,"Tuberculosis of other organs, Alia cutis et subcutis",0,,2000300232,"Muiden elinten tuberkuloosi, Alia cutis et subcutis",5-char ICD8fi,Condition,1970-01-01,2099-12-31,017,,,0.57,UNCHECKED,UNREVIEWED,,0,137205,Tuberculosis of skin,Condition,MAPS_TO,,<auto>,1641576528651,
017,Tuberculosis of other organs,0,,2000300228,Muiden elinten tuberkuloosi,3-char ICD8fi,Condition,1970-01-01,2099-12-31,010-019,,,0.71,UNCHECKED,UNREVIEWED,,0,192818,Tuberculosis of male genital organs,Condition,MAPS_TO,,<auto>,1641576512572,
