sourceCode,sourceName,sourceFrequency,sourceConceptId,sourceName_fi,sourceConceptClass,sourceDomain,sourceValidStartDate,sourceValidEndDate
911,Street vendors and related workers,0,2002200701,Katu- ja kotimyyj‰t ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
9111,Street vendors and related workers,0,2002200702,Katumyyj‰t ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
9113,Door-to-door and telephone salespersons,0,2002200703,Puhelinmyyj‰t ja kotimyyj‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
912,Shoe cleaning and other street services elementary occupations,0,2002200704,Keng‰nkiillottajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
9120,Shoe cleaning and other street services elementary occupations,0,2002200705,Keng‰nkiillottajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
913,"Hospital, domestic, kitchen and related helpers, cleaners",0,2002200706,"Sairaala-, hoito- ja keittiˆapulaiset, siivoojat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
9131,Domestic helpers and cleaners,0,2002200707,Kotiapulaiset ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
9132,"Hospital, domestic and kitchen helpers, cleaners",0,2002200708,"Sairaala-, hoito- ja keittiˆapulaiset sek‰ siivoojat",Profesiona Code,Provider,1970-01-01,2099-12-31
91321,Assistant nurses and hospital ward assistants,0,2002200709,Sairaala- ja hoitoapulaiset,Profesiona Code,Provider,1970-01-01,2099-12-31
91322,Cleaners,0,2002200710,Siivoojat,Profesiona Code,Provider,1970-01-01,2099-12-31
91323,Kitchen helpers,0,2002200711,Keittiˆapulaiset,Profesiona Code,Provider,1970-01-01,2099-12-31
9133,Hand-launderers and pressers,0,2002200712,Puhdistajat ja pr‰ss‰‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
914,"Building caretakers, window and related cleaners",0,2002200713,"Kiinteistˆtyˆntekij‰t, ikkunanpesij‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
9141,Building caretakers,0,2002200714,Kiinteistˆhuoltomiehet,Profesiona Code,Provider,1970-01-01,2099-12-31
9142,"Vehicle, window and related cleaners",0,2002200715,Ajoneuvojen ja ikkunoiden pesij‰t ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
915,"Messengers, doorkeepers and related workers",0,2002200716,"L‰hetit, ovenvartijat ja mittareiden lukijat",Profesiona Code,Provider,1970-01-01,2099-12-31
9151,Newspaper and advertisement deliverers and messengers,0,2002200717,Sanomalehtien ja mainosten jakajat ja l‰hetit,Profesiona Code,Provider,1970-01-01,2099-12-31
9152,"Doorkeepers, watchpersons and related workers",0,2002200718,Ovenvartijat ja vahtimestarit,Profesiona Code,Provider,1970-01-01,2099-12-31
9153,"Vending-machine money collectors, meter readers and related workers",0,2002200719,S‰hkˆ- ja vesimittareiden lukijat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
916,Garbage collectors and related labourers,0,2002200720,Puhdistustyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
9161,Garbage collectors,0,2002200721,J‰te- ja kaatopaikkatyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
9162,Sweepers and related labourers,0,2002200722,Kadunlakaisijat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
92,"Agricultural, fishery and related labourers",0,2002200723,Maa- ja mets‰talouden avustavat tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
921,"Agricultural, fishery and related labourers",0,2002200724,Maa- ja mets‰talouden avustavat tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
9210,"Agricultural, fishery and related labourers",0,2002200725,Maa- ja mets‰talouden avustavat tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
93,Labourers in manufacturing and construction,0,2002200726,Teollisuuden ja rakentamisen avustavat tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
931,Mining and construction labourers,0,2002200727,Kaivos- ja rakennusalan ym. alojen avustavat tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
9311,Mining and quarrying labourers,0,2002200728,Kaivosten avustavat tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
9312,"Construction and maintenance labourers: roads, dams and similar constructions",0,2002200729,Maa- ja vesirakennusalan avustavat tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
9313,Building construction labourers,0,2002200730,Rakennusalan avustavat tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
932,Manufacturing labourers,0,2002200731,Pakkaajat ja muut avustavat teollisuustyˆntekij‰t ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
9320,Manufacturing labourers,0,2002200732,"Pakkaajat, lajittelijat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
933,Transport labourers and freight handlers,0,2002200733,"Rahdink‰sittelij‰t, varastotyˆntekij‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
9330,Transport labourers and freight handlers,0,2002200734,"Rahdink‰sittelij‰t, varastotyˆntekij‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
0,Armed forces,0,2002200735,Sotilaat,Profesiona Code,Provider,1970-01-01,2099-12-31
01,Armed forces,0,2002200736,Sotilaat,Profesiona Code,Provider,1970-01-01,2099-12-31
011,Armed forces,0,2002200737,Sotilaat,Profesiona Code,Provider,1970-01-01,2099-12-31
0110,Armed forces,0,2002200738,Sotilaat,Profesiona Code,Provider,1970-01-01,2099-12-31
01101,Officers,0,2002200739,Upseerit,Profesiona Code,Provider,1970-01-01,2099-12-31
01102,Special officers,0,2002200740,Erikoisupseerit,Profesiona Code,Provider,1970-01-01,2099-12-31
01103,Warrant officers,0,2002200741,Opistoupseerit,Profesiona Code,Provider,1970-01-01,2099-12-31
01104,Military special personnel,0,2002200742,Sotilasammattihenkilˆstˆ,Profesiona Code,Provider,1970-01-01,2099-12-31
01105,Conscripts,0,2002200743,Varusmiehet,Profesiona Code,Provider,1970-01-01,2099-12-31
X,Unknown,0,2002200744,Tuntematon,Profesiona Code,Provider,1970-01-01,2099-12-31
XX,Unknown,0,2002200745,Tuntematon,Profesiona Code,Provider,1970-01-01,2099-12-31
XXX,Unknown,0,2002200746,Tuntematon,Profesiona Code,Provider,1970-01-01,2099-12-31
XXXX,Unknown,0,2002200747,Tuntematon,Profesiona Code,Provider,1970-01-01,2099-12-31
XXXXX,Unknown,0,2002200748,Tuntematon,Profesiona Code,Provider,1970-01-01,2099-12-31
