SOURCE	Location	Original_variable_name_fi	Original_variable_name_en	Code	name_fi	name_en	valid_start_date	valid_end_date
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'11101'	Valtion keskushallinnon johtajat	Senior central government officials	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'11102'	Valtion piiri- ja paikallishallinnon johtajat	Senior district and local government officials	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'11103'	Kuntien ja kaupunkien johtajat	Senior local administration officials	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'114'	J‰rjestˆjen johtajat	Senior officials of special-interest organisations	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1141'	Puolueiden johtajat	Senior officials of political party organisations	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1142'	Tyˆmarkkina- ja elinkeinoel‰m‰n j‰rjestˆjen johtajat	Senior officials of employers&#39;, workers&#39; and other economic-interest organisations	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1143'	Muiden j‰rjestˆjen johtajat	Senior officials of humanitarian and other special-interest organisations	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'12'	Yritysten ja muiden toimintayksikˆiden johtajat	Corporate managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'121'	P‰‰johtajat ja toimitusjohtajat	Directors and chief executives	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1210'	P‰‰johtajat ja toimitusjohtajat	Directors and chief executives	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'122'	Tuotanto- ja linjajohtajat	Production and operations managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1221'	Maa- ja mets‰talouden johtajat	Production and operations managers in agriculture, hunting, forestry and fishing	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1222'	Teollisuuden tuotantojohtajat	Production and operations managers in manufacturing	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1223'	Rakennusalan tuotantojohtajat	Production and operations managers in construction	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1224'	Kaupan ym. johtajat	Production and operations managers in wholesale and retail trade	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1225'	Hotellinjohtajat ja ravintolap‰‰llikˆt	Production and operations managers in restaurants and hotels	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1226'	Kuljetuksen, varastoinnin ja tietoliikenteen johtajat	Production and operations managers in transport, storage and communications	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'12261'	Laivan p‰‰llikˆt (iso alus)	Ships&#39; officers (large ship)	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'12269'	Muut kuljetuksen, varastoinnin ja tietoliikenteen johtajat	Other production and operations managers in transport, storage and communications	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1227'	Yrityspalvelu- ym. yritysten johtajat	Production and operations managers in business services enterprises	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1228'	Siivous- ja kauneudenhoitoalan ym. alojen johtajat	Production and operations managers in personal care, cleaning and related services	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1229'	Muiden yritysten ja toimintayksikˆiden johtajat	Production and operations managers not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'12291'	Opetusalan johtajat ja rehtorit	Education managers and headmasters and headmistresses	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'12292'	Sosiaali- ja terveydenhuoltoalan johtajat	Health and social services managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'12293'	Liikunta- ja vapaa-aikatoiminnan johtajat	Recreational and leisure services managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'12294'	Kulttuurijohtajat	Cultural services managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'12299'	Muut tuotanto- ja linjajohtajat	Other production and operations managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'123'	Asiantuntijajohtajat	Other specialist managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1231'	Talous- ja hallintojohtajat	Finance and administration managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1232'	Henkilˆstˆjohtajat	Personnel and industrial relations managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1233'	Myynti- ja markkinointijohtajat	Sales and marketing managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1234'	Mainos- ja tiedotusjohtajat	Advertising and public relations managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1235'	Osto- ja varastop‰‰llikˆt	Supply and distribution managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1236'	Tietotekniikkajohtajat	Computing services managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1237'	Tutkimus- ja kehitysjohtajat	Research and development managers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1239'	Muut asiantuntijajohtajat	Other specialist managers not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'13'	Pienyritysten johtajat	Managers of small enterprises	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'131'	Pienyritysten johtajat	Managers of small enterprises	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1311'	Maa- ja mets‰talousalan pienyritysten johtajat	Managers of small enterprises in agriculture, hunting, forestry and fishing	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1312'	Pienteollisuuden johtajat	Managers of small enterprises in manufacturing	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1313'	Rakennusalan pienyritysten johtajat	Managers of small enterprises in construction	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1314'	Kaupan ym. alojen pienyritysten johtajat	Managers of small enterprises in wholesale and retail trade	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1315'	Hotelli- ja ravintola-alan pienyritysten johtajat	Managers of small enterprises of restaurants and hotels	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1316'	Kuljetuksen, varastoinnin ja tietoliikenteen pienyritysten johtajat	Managers of small enterprises in transport, storage and communications	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1317'	Yrityspalvelutoiminnan pienyritysten johtajat	Managers of small enterprises of business services enterprises	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1318'	Siivous- ja kauneudenhoitoalan ym. pienyritysten johtajat	Managers of small enterprises in personal care, cleaning and related services	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'1319'	Muut pienyritysten johtajat	Managers of small enterprises not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2'	Erityisasiantuntijat	Professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'21'	Matemaattis-luonnontieteelliset ja tekniikan erityisasiantuntijat	Physical, mathematical and engineering science professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'211'	Fysiikan ja kemian erityisasiantuntijat	Physicists, chemists and related professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2111'	Fyysikot ja astronomit	Physicists and astronomers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2112'	Meteorologit	Meteorologists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2113'	Kemistit	Chemists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2114'	Geologit ja geofyysikot	Geologists and geophysicists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'212'	Matematiikan ja tilastotieteen erityisasiantuntijat	Mathematicians, statisticians and related professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2121'	Matematiikan erityisasiantuntijat	Mathematicians and related professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2122'	Tilastotieteen erityisasiantuntijat	Statistical professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'213'	Tietotekniikan erityisasiantuntijat	Computing professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2131'	Tietotekniikan suunnittelijat ja ohjelmoijat	Computer systems designers, analysts and programmers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2139'	Muut tietotekniikan erityisasiantuntijat	Computing professionals not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'214'	Arkkitehdit ja muut tekniikan erityisasiantuntijat	Architects and engineering science professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2141'	Talonrakennusalan erityisasiantuntijat	Architects, town and traffic planners	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2142'	Maank‰ytˆn ja yhdyskuntarakentamisen erityisasiantuntijat	Civil engineers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2143'	S‰hkˆtekniikan erityisasiantuntijat	Electrical engineers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2144'	Elektroniikan ja informaatiotekniikan erityisasiantuntijat	Electronics and telecommunications engineers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2145'	Konetekniikan erityisasiantuntijat	Mechanical engineers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2146'	Puunjalostuksen ja kemian prosessitekniikan erityisasiantuntijat	Chemical engineers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2147'	Vuoriteollisuuden prosessitekniikan erityisasiantuntijat	Mining engineers, metallurgists and related professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2148'	Kartoituksen ja maanmittauksen erityisasiantuntijat	Cartographers and surveyors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2149'	Muut tekniikan erityisasiantuntijat	Architects, engineers and related professionals not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'22'	Maa- ja mets‰taloustieteiden ja terveydenhuollon erityisasiantuntijat	Life science and health professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'221'	Maa- ja mets‰taloustieteiden ym. erityisasiantuntijat	Life science professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2211'	Biologit, kasvitieteilij‰t, el‰intieteilij‰t ym.	Biologists, botanists, zoologists and related professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2212'	Farmakologit, patologit ym.	Pharmacologists, pathologists and related professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'22121'	Farmakologit, biokemistit ym.	Pharmacologists, biochemists and related professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'22122'	Patologit	Pathologists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2213'	Maa- ja mets‰talouden erityisasiantuntijat	Agronomists and related professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'22131'	Maatalous-, puutarha- ja kalatalousalan erityisasiantuntijat	Agronomists, horticulturists and fishery professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'22132'	Mets‰alan erityisasiantuntijat	Forestry professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'222'	L‰‰k‰rit, proviisorit ja muut terveydenhuollon erityisasiantuntijat	Health professionals (except nursing)	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2221'	L‰‰k‰rit	Medical doctors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'22211'	Ylil‰‰k‰rit	Senior physicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'22212'	Erikoisl‰‰k‰rit ja osastonl‰‰k‰rit	Specialists and ward physicians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'22213'	Muut l‰‰k‰rit	Other medical doctors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2222'	Hammasl‰‰k‰rit	Dentists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2223'	El‰inl‰‰k‰rit	Veterinarians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2224'	Proviisorit	Qualified chemists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2229'	Muut terveydenhuollon erityisasiantuntijat	Health professionals (except nursing) not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'223'	Ylihoitajat ja osastonhoitajat	Matrons and ward sisters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2230'	Ylihoitajat ja osastonhoitajat	Matrons and ward sisters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'22301'	Ylihoitajat	Matrons	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'22302'	Osastonhoitajat	Ward sisters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23'	Opettajat ja muut opetusalan erityisasiantuntijat	Teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'231'	Yliopisto- ja korkeakouluopettajat	College, university and higher education teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2310'	Yliopisto- ja korkeakouluopettajat	College, university and higher education teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23101'	Professorit	Professors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23102'	Lehtorit ja yliassistentit	Lecturers and senior assistants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23103'	Assistentit ja tuntiopettajat	Assistants and part-time lecturers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'232'	Aineenopettajat ja lehtorit	Secondary education teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2321'	Peruskoulun ja lukion lehtorit ja tuntiopettajat	Secondary education teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23211'	Matemaattisten aineiden opettajat	Teachers in mathematical subjects	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23212'	ƒidinkielenopettajat	Native language teachers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23213'	Kieltenopettajat	Foreign language teachers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23214'	Humanististen ja luonnontieteellisten aineiden opettajat	Arts and science teachers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23215'	Taito- ja taideaineiden opettajat	Crafts and art teachers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23219'	Muut peruskoulun ja lukion lehtorit ja tuntiopettajat	Other secondary education teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2322'	Ammattikorkeakoulujen ja ammatillisten oppilaitosten opettajat	College and polytechnic education teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23221'	Ammattikorkeakoulujen yliopettajat ja lehtorit	College and polytechnic head teachers and lectures	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23222'	Ammatillisten oppilaitosten lehtorit	Vocational and professional education institution lecturers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2323'	Muiden oppilaitosten opettajat sek‰ yksityisopettajat	Teaching professionals not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'233'	Luokanopettajat ja lastentarhanopettajat	Primary and pre-primary education teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2331'	Luokanopettajat	Primary education teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2332'	Lastentarhanopettajat	Pre-primary education teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'234'	Erityisopettajat	Special education teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2340'	Erityisopettajat	Special education teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'235'	Muut opetusalan erityisasiantuntijat	Other teaching professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2351'	Muut opettajat ja koulutussuunnittelijat	Education methods specialists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23511'	Koulutusp‰‰llikˆt, -suunnittelijat ja kouluttajat	Training directors, training planners and trainers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'23512'	Puhe- ja esiintymistaidon opettajat	Teachers of public speaking and presentation skills	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2352'	Tarkastajat ja opetusmenetelmien erityisasiantuntijat	School inspectors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2359'	Opinto-ohjaajat	Career counsellors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24'	Muiden alojen erityisasiantuntijat	Other professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'241'	Liike-el‰m‰n ja j‰rjestˆalan erityisasiantuntijat	Business professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2411'	Tilintarkastajat, kamreerit ym.	Accountants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2412'	Henkilˆstˆsuunnittelijat ym.	Personnel and careers professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2419'	Muut liike-el‰m‰n ja j‰rjestˆalan erityisasiantuntijat	Business professionals not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24191'	Mainonnan ja markkinoinnin erityisasiantuntijat	Advertising and marketing professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24192'	Tiedottajat	Public relations professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24193'	Kuluttajaneuvojat ym.	Consumer advisers and related professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24194'	J‰rjestˆalan erityisasiantuntijat	Administrative professionals in organisations	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'242'	Lainopilliset erityisasiantuntijat	Legal professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2421'	Asianajajat ja syytt‰j‰t	Lawyers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2422'	Tuomioistuinlakimiehet	Judges	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2429'	Muut lainopilliset erityisasiantuntijat	Legal professionals not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'243'	Arkiston- ja kirjastonhoitajat sek‰ museoalan erityisasiantuntijat	Archivists, librarians and related information professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2431'	Arkistonhoitajat ja museoalan erityisasiantuntijat	Archivists and curators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24311'	Arkistonhoitajat	Archivists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24312'	Museoalan erityisasiantuntijat	Curators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2432'	Kirjastonhoitajat, informaatikot ym.	Librarians and related information professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'244'	Yhteiskunta- ja sosiaalialan erityisasiantuntijat	Social science and related professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2441'	Ekonomistit	Economists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2442'	Yhteiskunta- ja kulttuuritutkijat	Sociologists, anthropologists and related professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2443'	Historioitsijat ym.	Philosophers, historians and political scientists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2444'	Kielentutkijat, k‰‰nt‰j‰t ja tulkit	Philologists, translators and interpreters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2445'	Psykologit, psykoterapeutit ja puheterapeutit	Psychologists, psychotherapists and speech therapists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24451'	Psykologit	Psychologists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24452'	Psykoterapeutit	Psychotherapists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24453'	Puheterapeutit	Speech therapists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2446'	Sosiaalialan erityisasiantuntijat	Social work professionals	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24461'	Sosiaalityˆntekij‰t	Social workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24462'	Sosiaalialan suunnittelijat	Social planners	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'245'	Toimittajat, taiteilijat ym.	Writers and creative or performing artists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2451'	Toimittajat, kirjailijat ym.	Authors, journalists and other writers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24511'	P‰‰llikkˆtoimittajat	Managing editors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24512'	Lehden- ja kustannustoimittajat sek‰ kriitikot	Journalists, editors and critics	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24513'	Radio- ja tv-toimittajat	Radio and television journalists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24514'	Mainostoimittajat	Advertising copywriters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24515'	Kirjailijat ja dramaturgit	Authors and dramaturgists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2452'	Kuvataiteilijat, taideteollisen alan suunnittelijat ym.	Sculptors, painters and related artists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24521'	Kuvataiteilijat	Sculptors and painters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24522'	Graafiset suunnittelijat	Graphic designers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'24523'	Taideteollisen alan suunnittelijat ja taiteilijat	Art and craft designers and related artists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2453'	Klassisen musiikin s‰velt‰j‰t, muusikot ja laulajat	Composers, musicians and singers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2454'	Tanssitaiteilijat	Choreographers and dancers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'2455'	N‰yttelij‰t ja ohjaajat	Film, stage and related actors and directors	NA	NA
