sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:obsolete_conceptId
STREP.ALACTOLYTICUS,STREP.ALACTOLYTICUS,-1,,2001200322,STREP.ALACTOLYTICUS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4145289,Streptococcus alactolyticus,Observation,MAPS_TO,,TYKS,0,,
GEOTRICHUM -LAJI,GEOTRICHUM -LAJI,-1,,2001200323,GEOTRICHUM -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4145438,Geotrichum,Observation,MAPS_TO,,TYKS,0,,
PLASMODIUM -LAJI,PLASMODIUM -LAJI,-1,,2001200324,PLASMODIUM -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4145594,Plasmodium,Observation,MAPS_TO,,TYKS,0,,
PICHIA ANOMALA,PICHIA ANOMALA,-1,,2001200325,PICHIA ANOMALA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4145969,Wickerhamomyces anomalus,Observation,MAPS_TO,,TYKS,0,,
RHODOCOCCUS,RHODOCOCCUS,-1,,2001200326,RHODOCOCCUS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4146043,Rhodococcus,Observation,MAPS_TO,,TYKS,0,,
AEROCOCCUS SANGUIN,AEROCOCCUS SANGUIN,-1,,2001200327,AEROCOCCUS SANGUIN,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4146127,Aerococcus sanguinicola,Observation,MAPS_TO,,TYKS,0,,
BUTTIAUXELLA -LAJI,BUTTIAUXELLA -LAJI,-1,,2001200328,BUTTIAUXELLA -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4146357,Buttiauxella,Observation,MAPS_TO,,TYKS,0,,
MOBILUNCUS CURTISII,MOBILUNCUS CURTISII,-1,,2001200329,MOBILUNCUS CURTISII,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4147214,Mobiluncus curtisii,Observation,MAPS_TO,,TYKS,0,,
BIFIDOBACT.BREVE,BIFIDOBACT.BREVE,-1,,2001200330,BIFIDOBACT.BREVE,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4147282,Bifidobacterium breve,Observation,MAPS_TO,,TYKS,0,,
AEROMONAS SALMONICID,AEROMONAS SALMONICID,-1,,2001200331,AEROMONAS SALMONICID,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4147386,Aeromonas salmonicida,Observation,MAPS_TO,,TYKS,0,,
FUSARIUM -LAJI,FUSARIUM -LAJI,-1,,2001200332,FUSARIUM -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4148080,Fusarium,Observation,MAPS_TO,,TYKS,0,,
ENTEROCOC.CASSELIFL.,ENTEROCOC.CASSELIFL.,-1,,2001200333,ENTEROCOC.CASSELIFL.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4149104,Enterococcus casseliflavus,Observation,MAPS_TO,,TYKS,0,,
CEDECEA DAVISAE,CEDECEA DAVISAE,-1,,2001200334,CEDECEA DAVISAE,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4149253,Cedecea davisae,Observation,MAPS_TO,,TYKS,0,,
CLOSTR.BARATII,CLOSTR.BARATII,-1,,2001200335,CLOSTR.BARATII,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4150224,Clostridium baratii,Observation,MAPS_TO,,TYKS,0,,
PSEUD.CITRONELLOLIS,PSEUD.CITRONELLOLIS,-1,,2001200336,PSEUD.CITRONELLOLIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4150678,Pseudomonas citronellolis,Observation,MAPS_TO,,TYKS,0,,
CANDIDA INCONSPICUA,CANDIDA INCONSPICUA,-1,,2001200337,CANDIDA INCONSPICUA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4152486,Candida inconspicua,Observation,MAPS_TO,,TYKS,0,,
VIBRIO CHOL.NON-O1,VIBRIO CHOL.NON-O1,-1,,2001200338,VIBRIO CHOL.NON-O1,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4160301,"Vibrio cholerae, non-O1",Observation,MAPS_TO,,TYKS,0,,
STAPH.HOM.SSP.HOM,STAPH.HOM.SSP.HOM,-1,,2001200339,STAPH.HOM.SSP.HOM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4162204,Staphylococcus hominis hominis,Observation,MAPS_TO,,TYKS,0,,
B-RYHMÄN SALM,B-RYHMÄN SALM,-1,,2001200340,B-RYHMÄN SALM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4162406,Salmonella group O:4,Observation,MAPS_TO,,TYKS,0,,
SALMON. RYHMÄ B,SALMON. RYHMÄ B,-1,,2001200341,SALMON. RYHMÄ B,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4162406,Salmonella group O:4,Observation,MAPS_TO,,TYKS,0,,
PROTEUS PENNERI,PROTEUS PENNERI,-1,,2001200342,PROTEUS PENNERI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4163698,Proteus penneri,Observation,MAPS_TO,,TYKS,0,,
MYCOBACT. TERRAE,MYCOBACT. TERRAE,-1,,2001200343,MYCOBACT. TERRAE,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4163986,Mycobacterium terrae,Observation,MAPS_TO,,TYKS,0,,
LACTOBACILLUS ACIDOF,LACTOBACILLUS ACIDOF,-1,,2001200344,LACTOBACILLUS ACIDOF,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4164115,Lactobacillus acidophilus,Observation,MAPS_TO,,TYKS,0,,
"PHTHRIRUS PUBIS,SATI","PHTHRIRUS PUBIS,SATI",-1,,2001200345,"PHTHRIRUS PUBIS,SATI",MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4164433,Pthirus pubis,Observation,MAPS_TO,,TYKS,0,,
SALMON. CORVALLIS,SALMON. CORVALLIS,-1,,2001200346,SALMON. CORVALLIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4164891,Salmonella Corvallis,Observation,MAPS_TO,,TYKS,0,,
STAPH.SACCHAROLYTIC,STAPH.SACCHAROLYTIC,-1,,2001200347,STAPH.SACCHAROLYTIC,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4164941,Staphylococcus saccharolyticus,Observation,MAPS_TO,,TYKS,0,,
SALMON. NAPOLI,SALMON. NAPOLI,-1,,2001200348,SALMON. NAPOLI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4165040,Salmonella Napoli,Observation,MAPS_TO,,TYKS,0,,
STAPH.AURICULARIS,STAPH.AURICULARIS,-1,,2001200349,STAPH.AURICULARIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4165042,Staphylococcus auricularis,Observation,MAPS_TO,,TYKS,0,,
VIBRIO ALGINOLYTICUS,VIBRIO ALGINOLYTICUS,-1,,2001200350,VIBRIO ALGINOLYTICUS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4165064,Vibrio alginolyticus,Observation,MAPS_TO,,TYKS,0,,
RAOULTELLA TERRIGENA,RAOULTELLA TERRIGENA,-1,,2001200351,RAOULTELLA TERRIGENA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4165920,Raoultella terrigena,Observation,MAPS_TO,,TYKS,0,,
RAOULTELLA PLANTICOL,RAOULTELLA PLANTICOL,-1,,2001200352,RAOULTELLA PLANTICOL,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4166421,Raoultella planticola,Observation,MAPS_TO,,TYKS,0,,
PSEUDOMONAS FULVA,PSEUDOMONAS FULVA,-1,,2001200353,PSEUDOMONAS FULVA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4167992,Pseudomonas fulva,Observation,MAPS_TO,,TYKS,0,,
SALMON. JOHANNESBURG,SALMON. JOHANNESBURG,-1,,2001200354,SALMON. JOHANNESBURG,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4168327,Salmonella Johannesburg,Observation,MAPS_TO,,TYKS,0,,
CLOSTR.SYMBIOSUM,CLOSTR.SYMBIOSUM,-1,,2001200355,CLOSTR.SYMBIOSUM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4170234,Clostridium symbiosum,Observation,MAPS_TO,,TYKS,0,,
SERRATIA -LAJI,SERRATIA -LAJI,-1,,2001200356,SERRATIA -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4170580,Serratia,Observation,MAPS_TO,,TYKS,0,,
SALMON. HADAR,SALMON. HADAR,-1,,2001200357,SALMON. HADAR,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4170861,Salmonella Hadar,Observation,MAPS_TO,,TYKS,0,,
PROPIONIBACT.AVIDUM,PROPIONIBACT.AVIDUM,-1,,2001200358,PROPIONIBACT.AVIDUM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4171013,Cutibacterium avidum,Observation,MAPS_TO,,TYKS,0,,
CANDIDA LUSITANIAE,CANDIDA LUSITANIAE,-1,,2001200359,CANDIDA LUSITANIAE,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,Auto-remapping using OHDSI release 2024-08-29,1727395200000,4177163,Clavispora lusitaniae,Observation,MAPS_TO,,TYKS,1727395200000,,4171042
ECHINOCOCCUS SP,ECHINOCOCCUS SP,-1,,2001200360,ECHINOCOCCUS SP,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4171046,Genus Echinococcus,Observation,MAPS_TO,,TYKS,0,,
MUCOR -LAJI,MUCOR -LAJI,-1,,2001200361,MUCOR -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4172434,Genus Mucor,Observation,MAPS_TO,,TYKS,0,,
NEISSERIA SICCA,NEISSERIA SICCA,-1,,2001200362,NEISSERIA SICCA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4173887,Neisseria sicca,Observation,MAPS_TO,,TYKS,0,,
MICROCOCCUS LUTEUS,MICROCOCCUS LUTEUS,-1,,2001200363,MICROCOCCUS LUTEUS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4174810,Micrococcus luteus,Observation,MAPS_TO,,TYKS,0,,
ACIN. URSINGII,ACIN. URSINGII,-1,,2001200364,ACIN. URSINGII,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4175185,Acinetobacter ursingii,Observation,MAPS_TO,,TYKS,0,,
TRICHOPHYTON SOUDANE,TRICHOPHYTON SOUDANE,-1,,2001200365,TRICHOPHYTON SOUDANE,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4175971,Trichophyton soudanense,Observation,MAPS_TO,,TYKS,0,,
SALMON. TYPHIMURIUM,SALMON. TYPHIMURIUM,-1,,2001200366,SALMON. TYPHIMURIUM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4177156,Salmonella Typhimurium,Observation,MAPS_TO,,TYKS,0,,
CLOSTR.RAMOSUM,CLOSTR.RAMOSUM,-1,,2001200367,CLOSTR.RAMOSUM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4177528,Clostridium ramosum,Observation,MAPS_TO,,TYKS,0,,
MORGANELLA -LAJI,MORGANELLA -LAJI,-1,,2001200368,MORGANELLA -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4178264,Morganella,Observation,MAPS_TO,,TYKS,0,,
ACANTHAMOEBA -LAJI,ACANTHAMOEBA -LAJI,-1,,2001200369,ACANTHAMOEBA -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4179939,Acanthamoeba,Observation,MAPS_TO,,TYKS,0,,
STREP.SANGUIS II,STREP.SANGUIS II,-1,,2001200370,STREP.SANGUIS II,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4179971,Streptococcus sanguis II,Observation,MAPS_TO,,TYKS,0,,
PROPIONIMICR.LYMPHOP,PROPIONIMICR.LYMPHOP,-1,,2001200371,PROPIONIMICR.LYMPHOP,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4180137,Propionimicrobium lymphophilum,Observation,MAPS_TO,,TYKS,0,,
STAPH.SIMULANS,STAPH.SIMULANS,-1,,2001200372,STAPH.SIMULANS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4180267,Staphylococcus simulans,Observation,MAPS_TO,,TYKS,0,,
CUPRIAVIDUS PAUCULUS,CUPRIAVIDUS PAUCULUS,-1,,2001200373,CUPRIAVIDUS PAUCULUS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4180286,Cupriavidus pauculus,Observation,MAPS_TO,,TYKS,0,,
ENTEROCOC.GALLINARUM,ENTEROCOC.GALLINARUM,-1,,2001200374,ENTEROCOC.GALLINARUM,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4180694,Enterococcus gallinarum,Observation,MAPS_TO,,TYKS,0,,
PENICILLIUM -LAJI,PENICILLIUM -LAJI,-1,,2001200375,PENICILLIUM -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4180730,Penicillium,Observation,MAPS_TO,,TYKS,0,,
CLOSTR.CLOSTR.FORME,CLOSTR.CLOSTR.FORME,-1,,2001200376,CLOSTR.CLOSTR.FORME,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4180851,Clostridium clostridioforme,Observation,MAPS_TO,,TYKS,0,,
CORYNEBACT.KROPPENS,CORYNEBACT.KROPPENS,-1,,2001200377,CORYNEBACT.KROPPENS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4181036,Corynebacterium kroppenstedtii,Observation,MAPS_TO,,TYKS,0,,
STAPH.PETTENKOFERI,STAPH.PETTENKOFERI,-1,,2001200378,STAPH.PETTENKOFERI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4181305,Staphylococcus pettenkoferi,Observation,MAPS_TO,,TYKS,0,,
LEUCONOSTOC -LAJI,LEUCONOSTOC -LAJI,-1,,2001200379,LEUCONOSTOC -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4183602,Leuconostoc,Observation,MAPS_TO,,TYKS,0,,
SERRATIA RUBIDAEA,SERRATIA RUBIDAEA,-1,,2001200380,SERRATIA RUBIDAEA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4183695,Serratia rubidaea,Observation,MAPS_TO,,TYKS,0,,
AEROMONAS SOBRIA,AEROMONAS SOBRIA,-1,,2001200381,AEROMONAS SOBRIA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4183715,Aeromonas sobria,Observation,MAPS_TO,,TYKS,0,,
COMAMONAS TESTOSTER.,COMAMONAS TESTOSTER.,-1,,2001200382,COMAMONAS TESTOSTER.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4184021,Comamonas testosteroni,Observation,MAPS_TO,,TYKS,0,,
VIBRIO VULNIFICUS,VIBRIO VULNIFICUS,-1,,2001200383,VIBRIO VULNIFICUS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4184145,Vibrio vulnificus,Observation,MAPS_TO,,TYKS,0,,
DIFTEROIDI,DIFTEROIDI,-1,,2001200384,DIFTEROIDI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4184593,Diphtheroids,Observation,MAPS_TO,,TYKS,0,,
ANAEROCOCCUS-LAJI,ANAEROCOCCUS-LAJI,-1,,2001200385,ANAEROCOCCUS-LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4184972,Anaerococcus,Observation,MAPS_TO,,TYKS,0,,
LACTOBACILLUS -LAJI,LACTOBACILLUS -LAJI,-1,,2001200386,LACTOBACILLUS -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4185121,Lactobacillus,Observation,MAPS_TO,,TYKS,0,,
LACTOBACILLI SEKAFL.,LACTOBACILLI SEKAFL.,-1,,2001200387,LACTOBACILLI SEKAFL.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4185121,Lactobacillus,Observation,MAPS_TO,,TYKS,0,,
SPHINGOBACT. -LAJI,SPHINGOBACT. -LAJI,-1,,2001200388,SPHINGOBACT. -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4185276,Sphingobacterium,Observation,MAPS_TO,,TYKS,0,,
CORYNEBACT.AURIS,CORYNEBACT.AURIS,-1,,2001200389,CORYNEBACT.AURIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4185322,Corynebacterium auris,Observation,MAPS_TO,,TYKS,0,,
TRICHOPHYTON MENTAGR,TRICHOPHYTON MENTAGR,-1,,2001200390,TRICHOPHYTON MENTAGR,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4185703,Trichophyton mentagrophytes,Observation,MAPS_TO,,TYKS,0,,
KOCURIA-LAJI,KOCURIA-LAJI,-1,,2001200391,KOCURIA-LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4185765,Kocuria,Observation,MAPS_TO,,TYKS,0,,
ANAEROCOCCUS HYDROG,ANAEROCOCCUS HYDROG,-1,,2001200392,ANAEROCOCCUS HYDROG,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4186051,Anaerococcus hydrogenalis,Observation,MAPS_TO,,TYKS,0,,
ANAEROCOCCUS VAGINAL,ANAEROCOCCUS VAGINAL,-1,,2001200393,ANAEROCOCCUS VAGINAL,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4186053,Anaerococcus vaginalis,Observation,MAPS_TO,,TYKS,0,,
PROVIDENCIA ALCALIFA,PROVIDENCIA ALCALIFA,-1,,2001200394,PROVIDENCIA ALCALIFA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4186601,Providencia alcalifaciens,Observation,MAPS_TO,,TYKS,0,,
DERMABACTER SP,DERMABACTER SP,-1,,2001200395,DERMABACTER SP,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4187058,Dermabacter,Observation,MAPS_TO,,TYKS,0,,
ACHROMOBACTER DENITR,ACHROMOBACTER DENITR,-1,,2001200396,ACHROMOBACTER DENITR,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4187642,Achromobacter denitrificans,Observation,MAPS_TO,,TYKS,0,,
ANAEROCOCCUS LACTOL,ANAEROCOCCUS LACTOL,-1,,2001200397,ANAEROCOCCUS LACTOL,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4187763,Anaerococcus lactolyticus,Observation,MAPS_TO,,TYKS,0,,
BAC.SUBTILIS-RYHMÄ,BAC.SUBTILIS-RYHMÄ,-1,,2001200398,BAC.SUBTILIS-RYHMÄ,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4187783,Bacillus subtilis group,Observation,MAPS_TO,,TYKS,0,,
BORDETELLA -LAJI,BORDETELLA -LAJI,-1,,2001200399,BORDETELLA -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4188054,Bordetella,Observation,MAPS_TO,,TYKS,0,,
RIHMASIENTÄ,RIHMASIENTÄ,-1,,2001200400,RIHMASIENTÄ,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4188300,Fungi,Observation,MAPS_TO,,TYKS,0,,
RIHMASIENILAJI,RIHMASIENILAJI,-1,,2001200401,RIHMASIENILAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4188300,Fungi,Observation,MAPS_TO,,TYKS,0,,
SIENIKASVUA,SIENIKASVUA,-1,,2001200402,SIENIKASVUA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4188300,Fungi,Observation,MAPS_TO,,TYKS,0,,
PASTEURELLA STOMATIS,PASTEURELLA STOMATIS,-1,,2001200403,PASTEURELLA STOMATIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4188324,Pasteurella stomatis,Observation,MAPS_TO,,TYKS,0,,
CORYNEBACT.MUCIFACI,CORYNEBACT.MUCIFACI,-1,,2001200404,CORYNEBACT.MUCIFACI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4188994,Corynebacterium mucifaciens,Observation,MAPS_TO,,TYKS,0,,
PHIALOPHORA -LAJI,PHIALOPHORA -LAJI,-1,,2001200405,PHIALOPHORA -LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4189156,Phialophora,Observation,MAPS_TO,,TYKS,0,,
EGGERTHELLA LENTA,EGGERTHELLA LENTA,-1,,2001200406,EGGERTHELLA LENTA,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4189166,Eggerthella lenta,Observation,MAPS_TO,,TYKS,0,,
ENTEROB.CLOACAE CPLX,ENTEROB.CLOACAE CPLX,-1,,2001200407,ENTEROB.CLOACAE CPLX,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4189174,Enterobacter cloacae complex,Observation,MAPS_TO,,TYKS,0,,
NEOSARTORYA-LAJI,NEOSARTORYA-LAJI,-1,,2001200408,NEOSARTORYA-LAJI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4189641,Neosartorya,Observation,MAPS_TO,,TYKS,0,,
CHILOMASTIX MESNILI,CHILOMASTIX MESNILI,-1,,2001200409,CHILOMASTIX MESNILI,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4189821,Chilomastix mesnili,Observation,MAPS_TO,,TYKS,0,,
ACHROMOBACT.PIECH.,ACHROMOBACT.PIECH.,-1,,2001200410,ACHROMOBACT.PIECH.,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4189824,Achromobacter piechaudii,Observation,MAPS_TO,,TYKS,0,,
ACHROMOBACT. XYLOSOX (21  ),ACHROMOBACT. XYLOSOX (21  ),-1,,2001200411,ACHROMOBACT. XYLOSOX (21  ),MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4189931,Achromobacter xylosoxidans,Observation,MAPS_TO,,TYKS,0,,
FACKLAMIA HOMINIS,FACKLAMIA HOMINIS,-1,,2001200412,FACKLAMIA HOMINIS,MICROBEfi_TKU,Observation,1970-01-01,2099-12-31,,,0,APPROVED,UNREVIEWED,TYKS,1631750400000,4190119,Facklamia hominis,Observation,MAPS_TO,,TYKS,0,,
